System,JCA ID,Capability,WME,WME Description
PSYCHCORPCENTER,1.4.2.4.12,Mental Healthcare,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
PSYCHCORPCENTER,1.4.2.4.12,Mental Healthcare,E4,Deliver Solutions to Combatant Commands
PSYCHCORPCENTER,1.4.2.4.12,Mental Healthcare,W5,Manage and Administer MTFs
PSYCHCORPCENTER,1.4.2.4.12,Mental Healthcare,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
PSYCHCORPCENTER,1.4.2.4.12,Mental Healthcare,W8,Improve Readiness Health and Experience
PSYCHINFO,1.4.3.5.4,Continuing Health Education,E2,Optimize Operations Across the Military Health System
PSYCHINFO,1.4.3.5.4,Continuing Health Education,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
PSYCHINFO,1.4.3.5.4,Continuing Health Education,W2,Ensure that Everyone Can Succeed
PSYCHINFO,1.4.3.5.4,Continuing Health Education,W5,Manage and Administer MTFs
PSYCHINFO,1.4.3.5.4,Continuing Health Education,W8,Improve Readiness Health and Experience
PTRP,1.4.2.5.1,Physical Rehabilitation,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
PTRP,1.4.2.5.1,Physical Rehabilitation,E4,Deliver Solutions to Combatant Commands
PTRP,1.4.2.5.1,Physical Rehabilitation,W5,Manage and Administer MTFs
PTRP,1.4.2.5.1,Physical Rehabilitation,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
PTRP,1.4.2.5.1,Physical Rehabilitation,W8,Improve Readiness Health and Experience
PTS,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
PTS,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
PTS,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
PTS,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
PT Grant,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
PT Grant,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
PT Grant,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
PT Grant,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
PT TRAQ,1.4.2.4.2,Emergency Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
PT TRAQ,1.4.2.4.2,Emergency Services,E4,Deliver Solutions to Combatant Commands
PT TRAQ,1.4.2.4.2,Emergency Services,W4,Unify and Fully Integrate the Enterprise Support Activities
PT TRAQ,1.4.2.4.2,Emergency Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
PT TRAQ,1.4.2.4.2,Emergency Services,W8,Improve Readiness Health and Experience
PT TRAQ,1.4.2.4.2,Emergency Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
PT TRAQ,1.4.2.4.2,Emergency Services,E4,Deliver Solutions to Combatant Commands
PT TRAQ,1.4.2.4.2,Emergency Services,W5,Manage and Administer MTFs
PT TRAQ,1.4.2.4.2,Emergency Services,W8,Improve Readiness Health and Experience
PUBMED,1.4.3.5.4,Continuing Health Education,E2,Optimize Operations Across the Military Health System
PUBMED,1.4.3.5.4,Continuing Health Education,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
PUBMED,1.4.3.5.4,Continuing Health Education,W2,Ensure that Everyone Can Succeed
PUBMED,1.4.3.5.4,Continuing Health Education,W5,Manage and Administer MTFs
PUBMED,1.4.3.5.4,Continuing Health Education,W8,Improve Readiness Health and Experience
PUBS,9.5.2,Accounting and Finance,E4,Deliver Solutions to Combatant Commands
PUBS,9.5.2,Accounting and Finance,W10,Deploy Solutions for 21st Century
PULSE,1.4.1.4.3.1,Environmental,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
PULSE,1.4.1.4.3.1,Environmental,E4,Deliver Solutions to Combatant Commands
PULSE,1.4.1.4.3.1,Environmental,W8,Improve Readiness Health and Experience
PULSE,1.4.1.4.3.1,Environmental,W10,Deploy Solutions for 21st Century
PUTTY,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
PUTTY,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
PVDAS,6.2.3.3,Content Discovery,E4,Deliver Solutions to Combatant Commands
PVDAS,6.2.3.3,Content Discovery,W7,Deliver and Sustain Electronic Health Record
PVDAS,9.2.4,Studies & Analyses,E4,Deliver Solutions to Combatant Commands
PVDAS,9.2.4,Studies & Analyses,W7,Deliver and Sustain Electronic Health Record
PVDAS,9.2.4,Studies & Analyses,W10,Deploy Solutions for 21st Century
PVDAS,1.4.2.1.1,Health Quality and Safety,E1,Empower and Care for Our People
PVDAS,1.4.2.1.1,Health Quality and Safety,E2,Optimize Operations Across the Military Health System
PVDAS,1.4.2.1.1,Health Quality and Safety,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
PVDAS,1.4.2.1.1,Health Quality and Safety,W1,Build Robust Improvement Capability
PVDAS,1.4.2.1.1,Health Quality and Safety,W2,Ensure that Everyone Can Succeed
PVDAS,1.4.2.1.1,Health Quality and Safety,W5,Manage and Administer MTFs
PVDAS,1.4.2.1.1,Health Quality and Safety,W8,Improve Readiness Health and Experience
Pharmacist Letter,1.4.3.5.4,Continuing Health Education,E2,Optimize Operations Across the Military Health System
Pharmacist Letter,1.4.3.5.4,Continuing Health Education,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
Pharmacist Letter,1.4.3.5.4,Continuing Health Education,W2,Ensure that Everyone Can Succeed
Pharmacist Letter,1.4.3.5.4,Continuing Health Education,W5,Manage and Administer MTFs
Pharmacist Letter,1.4.3.5.4,Continuing Health Education,W8,Improve Readiness Health and Experience
Ponemah P3P,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
Ponemah P3P,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
Ponemah P3P,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
Ponemah P3P,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
Precision Web,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
Precision Web,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
Precision Web,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
Precision Web,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
Precision Web,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
Print Audit v6,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
Print Audit v6,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
Q1 Collector,1.4.3.7,Medical Information Management,W5,Manage and Administer MTFs
Q1 Collector,1.4.3.7,Medical Information Management,W7,Deliver and Sustain Electronic Health Record
Q1 Collector,1.4.3.7,Medical Information Management,W10,Deploy Solutions for 21st Century
Q1 Collector,1.4.3.7,Medical Information Management,M1,Optimize Critical Internal Management Processes
QAWEB,1.4.3.9.4,Medical Equipment Maintenance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QAWEB,1.4.3.9.4,Medical Equipment Maintenance,E4,Deliver Solutions to Combatant Commands
QAWEB,1.4.3.9.4,Medical Equipment Maintenance,W3,Gather Develop and Prioritize Requirements
QAWEB,1.4.3.9.4,Medical Equipment Maintenance,W5,Manage and Administer MTFs
QAWEB,1.4.3.9.4,Medical Equipment Maintenance,W8,Improve Readiness Health and Experience
QAWEB,1.4.3.9.4,Medical Equipment Maintenance,W10,Deploy Solutions for 21st Century
QAWEB,1.4.3.9.4,Medical Equipment Maintenance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QAWEB,1.4.3.9.4,Medical Equipment Maintenance,E4,Deliver Solutions to Combatant Commands
QAWEB,1.4.3.9.4,Medical Equipment Maintenance,W5,Manage and Administer MTFs
QAWEB,1.4.3.9.4,Medical Equipment Maintenance,W8,Improve Readiness Health and Experience
QAWEB,1.4.3.9.4,Medical Equipment Maintenance,W10,Deploy Solutions for 21st Century
QB PRO,9.5.2,Accounting and Finance,E4,Deliver Solutions to Combatant Commands
QB PRO,9.5.2,Accounting and Finance,W10,Deploy Solutions for 21st Century
QCTRACK,1.4.3.9.4,Medical Equipment Maintenance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QCTRACK,1.4.3.9.4,Medical Equipment Maintenance,E4,Deliver Solutions to Combatant Commands
QCTRACK,1.4.3.9.4,Medical Equipment Maintenance,W3,Gather Develop and Prioritize Requirements
QCTRACK,1.4.3.9.4,Medical Equipment Maintenance,W5,Manage and Administer MTFs
QCTRACK,1.4.3.9.4,Medical Equipment Maintenance,W8,Improve Readiness Health and Experience
QCTRACK,1.4.3.9.4,Medical Equipment Maintenance,W10,Deploy Solutions for 21st Century
QCTRACK,1.4.3.9.4,Medical Equipment Maintenance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QCTRACK,1.4.3.9.4,Medical Equipment Maintenance,E4,Deliver Solutions to Combatant Commands
QCTRACK,1.4.3.9.4,Medical Equipment Maintenance,W5,Manage and Administer MTFs
QCTRACK,1.4.3.9.4,Medical Equipment Maintenance,W8,Improve Readiness Health and Experience
QCTRACK,1.4.3.9.4,Medical Equipment Maintenance,W10,Deploy Solutions for 21st Century
QIA,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QIA,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
QIA,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
QIA,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
QLUCORE,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QLUCORE,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
QLUCORE,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
QLUCORE,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
QMS,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QMS,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
QMS,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
QMS,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
QRES,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
QRES,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
QSTARZ,1.4.1.2.2,Optimize Health and Fitness of the Non-deployed Force,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QSTARZ,1.4.1.2.2,Optimize Health and Fitness of the Non-deployed Force,E4,Deliver Solutions to Combatant Commands
QSTARZ,1.4.1.2.2,Optimize Health and Fitness of the Non-deployed Force,W8,Improve Readiness Health and Experience
QUANTIM,1.4.3.2.4,Claims Payment,W5,Manage and Administer MTFs
QUANTIM,1.4.3.2.4,Claims Payment,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
QUANTIM,1.4.3.2.4,Claims Payment,M1,Optimize Critical Internal Management Processes
QUANTITY ONE,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QUANTITY ONE,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
QUANTITY ONE,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
QUANTITY ONE,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
QUESTSUITE,1.4.1.4.3.1,Environmental,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QUESTSUITE,1.4.1.4.3.1,Environmental,E4,Deliver Solutions to Combatant Commands
QUESTSUITE,1.4.1.4.3.1,Environmental,W8,Improve Readiness Health and Experience
QUESTSUITE,1.4.1.4.3.1,Environmental,W10,Deploy Solutions for 21st Century
QUESTemp,1.4.2.2.3,Occupational Health Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QUESTemp,1.4.2.2.3,Occupational Health Services,E4,Deliver Solutions to Combatant Commands
QUESTemp,1.4.2.2.3,Occupational Health Services,W5,Manage and Administer MTFs
QUESTemp,1.4.2.2.3,Occupational Health Services,W8,Improve Readiness Health and Experience
QUICKDOC,1.4.3.5.4,Continuing Health Education,E2,Optimize Operations Across the Military Health System
QUICKDOC,1.4.3.5.4,Continuing Health Education,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
QUICKDOC,1.4.3.5.4,Continuing Health Education,W2,Ensure that Everyone Can Succeed
QUICKDOC,1.4.3.5.4,Continuing Health Education,W5,Manage and Administer MTFs
QUICKDOC,1.4.3.5.4,Continuing Health Education,W8,Improve Readiness Health and Experience
QWS,6.2.2.2,Distributed Computing,E4,Deliver Solutions to Combatant Commands
QWS,6.2.2.2,Distributed Computing,W7,Deliver and Sustain Electronic Health Record
Q LOCAL,1.4.2.4.12,Mental Healthcare,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
Q LOCAL,1.4.2.4.12,Mental Healthcare,E4,Deliver Solutions to Combatant Commands
Q LOCAL,1.4.2.4.12,Mental Healthcare,W5,Manage and Administer MTFs
Q LOCAL,1.4.2.4.12,Mental Healthcare,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
Q LOCAL,1.4.2.4.12,Mental Healthcare,W8,Improve Readiness Health and Experience
Qtrap 6500 AMCR,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
Qtrap 6500 AMCR,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
Qtrap 6500 AMCR,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
Qtrap 6500 AMCR,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
Quantos,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
Quantos,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
Quantos,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
Quantos,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
RABIES,1.4.1.4.3.2,Individual human and animal,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RABIES,1.4.1.4.3.2,Individual human and animal,E4,Deliver Solutions to Combatant Commands
RABIES,1.4.1.4.3.2,Individual human and animal,W8,Improve Readiness Health and Experience
RABIES,1.4.1.4.3.2,Individual human and animal,W10,Deploy Solutions for 21st Century
RABIES,1.4.1.4.3.2,Individual human and animal,M1,Optimize Critical Internal Management Processes
RACSAS,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RACSAS,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
RACSAS,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
RACSAS,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RACSAS,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
RALS-PLUS,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RALS-PLUS,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
RALS-PLUS,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
RALS-PLUS,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
RAM,1.4.3.7.1,Health Information Technology Requirements and Development,W5,Manage and Administer MTFs
RAM,1.4.3.7.1,Health Information Technology Requirements and Development,W7,Deliver and Sustain Electronic Health Record
RAM,1.4.3.7.1,Health Information Technology Requirements and Development,W10,Deploy Solutions for 21st Century
RAMMIS-W,6.2.3.1,Portal Services,E4,Deliver Solutions to Combatant Commands
RAMMIS-W,6.2.3.1,Portal Services,W7,Deliver and Sustain Electronic Health Record
RAPMI,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RAPMI,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
RAPMI,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
RAPMI,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
RAYSAFE,1.4.3.9.3,Medical Equipment and Technology,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RAYSAFE,1.4.3.9.3,Medical Equipment and Technology,E4,Deliver Solutions to Combatant Commands
RAYSAFE,1.4.3.9.3,Medical Equipment and Technology,W3,Gather Develop and Prioritize Requirements
RAYSAFE,1.4.3.9.3,Medical Equipment and Technology,W5,Manage and Administer MTFs
RAYSAFE,1.4.3.9.3,Medical Equipment and Technology,W8,Improve Readiness Health and Experience
RAYSAFE,1.4.3.9.3,Medical Equipment and Technology,W10,Deploy Solutions for 21st Century
RAYSAFE,1.4.3.9.3,Medical Equipment and Technology,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RAYSAFE,1.4.3.9.3,Medical Equipment and Technology,E4,Deliver Solutions to Combatant Commands
RAYSAFE,1.4.3.9.3,Medical Equipment and Technology,W5,Manage and Administer MTFs
RAYSAFE,1.4.3.9.3,Medical Equipment and Technology,W8,Improve Readiness Health and Experience
RAYSAFE,1.4.3.9.3,Medical Equipment and Technology,W10,Deploy Solutions for 21st Century
RCMIS,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RCMIS,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
RCMIS,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
RCMIS,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RCMIS,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
RDA-TC,1.4.3.9.3,Medical Equipment and Technology,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RDA-TC,1.4.3.9.3,Medical Equipment and Technology,E4,Deliver Solutions to Combatant Commands
RDA-TC,1.4.3.9.3,Medical Equipment and Technology,W3,Gather Develop and Prioritize Requirements
RDA-TC,1.4.3.9.3,Medical Equipment and Technology,W5,Manage and Administer MTFs
RDA-TC,1.4.3.9.3,Medical Equipment and Technology,W8,Improve Readiness Health and Experience
RDA-TC,1.4.3.9.3,Medical Equipment and Technology,W10,Deploy Solutions for 21st Century
RDA-TC,1.4.3.9.3,Medical Equipment and Technology,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RDA-TC,1.4.3.9.3,Medical Equipment and Technology,E4,Deliver Solutions to Combatant Commands
RDA-TC,1.4.3.9.3,Medical Equipment and Technology,W5,Manage and Administer MTFs
RDA-TC,1.4.3.9.3,Medical Equipment and Technology,W8,Improve Readiness Health and Experience
RDA-TC,1.4.3.9.3,Medical Equipment and Technology,W10,Deploy Solutions for 21st Century
RDMS,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RDMS,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
RDMS,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
RDMS,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
READALYZER,1.4.2.4.12,Mental Healthcare,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
READALYZER,1.4.2.4.12,Mental Healthcare,E4,Deliver Solutions to Combatant Commands
READALYZER,1.4.2.4.12,Mental Healthcare,W5,Manage and Administer MTFs
READALYZER,1.4.2.4.12,Mental Healthcare,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
READALYZER,1.4.2.4.12,Mental Healthcare,W8,Improve Readiness Health and Experience
READIBAND,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
READIBAND,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
READIBAND,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
READIBAND,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
READIBAND,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
REALEYES,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
REALEYES,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
REALEYES,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
REALEYES,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
REALEYES,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
RECA PHC,1.3.1.1,Community Support,E2,Optimize Operations Across the Military Health System
RECA PHC,1.3.1.1,Community Support,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RECA PHC,1.3.1.1,Community Support,W1,Build Robust Improvement Capability
RECA PHC,1.3.1.1,Community Support,W2,Ensure that Everyone Can Succeed
RECA PHC,1.3.1.1,Community Support,W3,Gather Develop and Prioritize Requirements
RECA PHC,1.3.1.1,Community Support,W5,Manage and Administer MTFs
RECA PHC,1.3.1.1,Community Support,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RECA PHC,1.3.1.1,Community Support,W8,Improve Readiness Health and Experience
RECA PHC,1.3.1.1,Community Support,W9,Strengthen Strategic Partnerships and Alliances
RECA PHC,1.3.1.1,Community Support,M1,Optimize Critical Internal Management Processes
RECBASS,6.2.3.1,Portal Services,E4,Deliver Solutions to Combatant Commands
RECBASS,6.2.3.1,Portal Services,W7,Deliver and Sustain Electronic Health Record
RECEIVER,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
RECEIVER,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
REFLECTION,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
REFLECTION,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
REFRACTOR,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
REFRACTOR,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
REFRACTOR,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
REFRACTOR,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
REFRACTOR,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
REF MAN,1.4.3.5.4,Continuing Health Education,E2,Optimize Operations Across the Military Health System
REF MAN,1.4.3.5.4,Continuing Health Education,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
REF MAN,1.4.3.5.4,Continuing Health Education,W2,Ensure that Everyone Can Succeed
REF MAN,1.4.3.5.4,Continuing Health Education,W5,Manage and Administer MTFs
REF MAN,1.4.3.5.4,Continuing Health Education,W8,Improve Readiness Health and Experience
REGULUS,1.4.3.9.3,Medical Equipment and Technology,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
REGULUS,1.4.3.9.3,Medical Equipment and Technology,E4,Deliver Solutions to Combatant Commands
REGULUS,1.4.3.9.3,Medical Equipment and Technology,W3,Gather Develop and Prioritize Requirements
REGULUS,1.4.3.9.3,Medical Equipment and Technology,W5,Manage and Administer MTFs
REGULUS,1.4.3.9.3,Medical Equipment and Technology,W8,Improve Readiness Health and Experience
REGULUS,1.4.3.9.3,Medical Equipment and Technology,W10,Deploy Solutions for 21st Century
REGULUS,1.4.3.9.3,Medical Equipment and Technology,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
REGULUS,1.4.3.9.3,Medical Equipment and Technology,E4,Deliver Solutions to Combatant Commands
REGULUS,1.4.3.9.3,Medical Equipment and Technology,W5,Manage and Administer MTFs
REGULUS,1.4.3.9.3,Medical Equipment and Technology,W8,Improve Readiness Health and Experience
REGULUS,1.4.3.9.3,Medical Equipment and Technology,W10,Deploy Solutions for 21st Century
REG PHC,1.4.3.5.3,Staff Development,E2,Optimize Operations Across the Military Health System
REG PHC,1.4.3.5.3,Staff Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
REG PHC,1.4.3.5.3,Staff Development,W1,Build Robust Improvement Capability
REG PHC,1.4.3.5.3,Staff Development,W2,Ensure that Everyone Can Succeed
REG PHC,1.4.3.5.3,Staff Development,W5,Manage and Administer MTFs
REG PHC,1.4.3.5.3,Staff Development,W8,Improve Readiness Health and Experience
REMAD,4.2.2,Inventory Management,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
REMAD,4.2.2,Inventory Management,E4,Deliver Solutions to Combatant Commands
REMAD,4.2.2,Inventory Management,W10,Deploy Solutions for 21st Century
REMARK,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
REMARK,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
REMBRANDT,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
REMBRANDT,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
REMBRANDT,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
REMBRANDT,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
REMBRANDT,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
RENO,1.4.3.9.6,Medical Facilities,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RENO,1.4.3.9.6,Medical Facilities,E4,Deliver Solutions to Combatant Commands
RENO,1.4.3.9.6,Medical Facilities,W3,Gather Develop and Prioritize Requirements
RENO,1.4.3.9.6,Medical Facilities,W5,Manage and Administer MTFs
RENO,1.4.3.9.6,Medical Facilities,W8,Improve Readiness Health and Experience
RENO,1.4.3.9.6,Medical Facilities,M1,Optimize Critical Internal Management Processes
RENO,1.4.3.9.6,Medical Facilities,E4,Deliver Solutions to Combatant Commands
RENO,1.4.3.9.6,Medical Facilities,W3,Gather Develop and Prioritize Requirements
RENO,1.4.3.9.6,Medical Facilities,W5,Manage and Administer MTFs
RENO,1.4.3.9.6,Medical Facilities,W8,Improve Readiness Health and Experience
RENO,1.4.3.9.6,Medical Facilities,W9,Strengthen Strategic Partnerships and Alliances
REPORTIT,1.4.2.2.3,Occupational Health Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
REPORTIT,1.4.2.2.3,Occupational Health Services,E4,Deliver Solutions to Combatant Commands
REPORTIT,1.4.2.2.3,Occupational Health Services,W5,Manage and Administer MTFs
REPORTIT,1.4.2.2.3,Occupational Health Services,W8,Improve Readiness Health and Experience
RESET,1.4.3.7.1,Health Information Technology Requirements and Development,W5,Manage and Administer MTFs
RESET,1.4.3.7.1,Health Information Technology Requirements and Development,W7,Deliver and Sustain Electronic Health Record
RESET,1.4.3.7.1,Health Information Technology Requirements and Development,W10,Deploy Solutions for 21st Century
RESPECT,1.4.2.4.12,Mental Healthcare,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RESPECT,1.4.2.4.12,Mental Healthcare,E4,Deliver Solutions to Combatant Commands
RESPECT,1.4.2.4.12,Mental Healthcare,W5,Manage and Administer MTFs
RESPECT,1.4.2.4.12,Mental Healthcare,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RESPECT,1.4.2.4.12,Mental Healthcare,W8,Improve Readiness Health and Experience
RESPIRATOR FIT TESTER,1.4.2.2.3,Occupational Health Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RESPIRATOR FIT TESTER,1.4.2.2.3,Occupational Health Services,E4,Deliver Solutions to Combatant Commands
