2015 JCA NAME,Count,E1,E2,E3,E4,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,M1,JCA ID,JCA Definitions
Maintain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,"The ability to source routine and surge requirements from the U.S. industrial base, ensure global supply availability and the capacity to support operations involving U.S., IA, PVO, and MN partners engaged in ever changing military activities around the globe."
Manage DHP Military Personnel by End Strength,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.4.3.6.3,"The ability to receive, analyze, and staff the military services to comply with manage DHP Military Personnel (MilPers) end strength prescribed in strategic resource planning and budgeting guidance. This effort includes either increasing recruiting and training pipelines to grow projected end-strength requirements for needed skills, or designing personnel strategies to draw down MilPers end strengths where needed to meet planned staffing needs. Managing DHP MilPers requires a comprehensive understanding of Civilian Personnel Resources and the ability to assess Civilian Personnel Resources to evaluate and forecast Defense Health Program civilian personnel full-time equivalent requirements and associated personnel costs."
Manage Global Supplier Networks,5,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,4.2.3,"The ability to identify and select supply sources, schedule deliveries, receive, verify, and transfer product and authorize supplier payments. It includes the ability to see and manage inventory levels, capital assets, business rules, supplier networks and agreements (to include import requirements) as well as assessment of supplier performance."
Manage Patient Movement Items (PMIs),4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.1.5.4,"The ability to manage medical equipment, supplies, and PMIs required to support PM. This includes activities related to managing theater resources, preventive maintenance and repair, and supporting information systems."
Manage Pay for Performance and Prospective Payment Programs,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.4.3.6.4,"The ability to create new MHS cost models and use associated efficiencies to form a?reserve fund to reward innovation and exemplary medical performance; align systemic and health care provider team performance incentives; improve the ability to analyze, forecast, and partially fund future workload projections to drive accountability for the health care needs of eligible and enrolled populations. These programs require the development of concepts and algorithms for funding current and future performance and the abilities to: coordinate processes for review, approval of proposed strategy and approaches and the ability to analyze impacts from the strategy and approaches to accomplish intended outcomes."
Manage Risk,5,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,5.4.1,The ability to recognize and balance the likelihood and consequences of undesired effects with the desired outcomes/effects.
Manage Supplies and Equipment,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4.2.1,The ability to deliver and retrograde non-unit-related personnel between point of origin and point of need.
Manage the Medicare-Eligible Retiree Health Care Fund,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.4.3.6.2,"The ability to effectively forecast, budget, allocate, execute analyze, balance and document funding required to pay for Medicare-eligible retiree health care. Furthermore, it is the ability to actuarially compute the Fund’s health care liability and develop the annual cost contributions into the Fund from the Department of Treasury and the uniformed services."
Manage Warfighter Fatigue,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4.1.1.1,"The ability to evaluate and monitor fatigue, predict and manage effects on Warfighter performance, and develop methods for countering the effects of fatigue."
Manage Warfighter Performance,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.1.7,"The ability to provide a healthy and fit force through effectively predicting, monitoring, evaluating Warfighter performance, and taking appropriate actions to counter Warfighter performance decrement. This includes the ability to observe and measure factors, behaviors, and psycho-motor indicators (from both intrusive and non-intrusive means) for real-time evaluation of performance decrement in self and others relevant to influences upon mission effectiveness. Countermeasures could be pharmacological or non-pharmacological in nature to maintain wakefulness, mental acuity, physical performance, psychomotor performance and decision-making ability during varying conditions."
Maneuver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,"The ability to send collected data directly to processing, exploitation analysis, production and visualization systems, leveraging both Net-Centric information transport and intelligence-controlled systems."
Maneuver to Engage (MTE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.1,"The ability to provide authorized customer access to data and products, leveraging both Net-Centric computing infrastructure and intelligence-controlled systems."
Maneuver to Influence (MTInfl),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.3,"The ability to maneuver to insert beneath the surface of the earth (bunkers, basements, tunnels, caves, etc.)"
Maneuver to Insert (MTI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.2,"The ability to maneuver to engage beneath the surface of the earth (bunkers, basements, tunnels, caves, etc.)"
Maneuver to Secure (MTS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.4,"The ability to maneuver to influence beneath the surface of the earth, (bunkers, basements, tunnels, caves, etc.)."
Maneuvering (PKA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1.1.1.1,"The ability to defeat kinetically delivered attacks that can change speed, direction or altitude based on internal or external guidance."
Maneuvering (PKS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1.1.2.1,The ability to defeat kinetically delivered attacks that can change speed or direction based on internal or external guidance.
Maneuvering (PKSS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1.1.3.1,"The ability to defeat kinetically delivered attacks that can change speed, direction or depth based on internal or external guidance."
Manning,6,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1.3.2.1,"The ability to recruit, retain, sustain, assign, separate and retire members of the Total Force."
Maritime (MTE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.1.4,The ability to maneuver to engage in the region beginning at the upper boundary of the land or water and extending upward to the lower boundary of the Earth’s ionosphere (approximately 50 KMs).
Maritime (MTI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.2.4,The ability to maneuver to insert in the region beginning at the upper boundary of the land or water and extending upward to the lower boundary of the Earth’s ionosphere (approximately 50 KMs).
Maritime (MTInfl),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.3.4,The ability to maneuver to influence in the region beginning at the upper boundary of the land or water and extending upward to the lower boundary of the Earth’s ionosphere (approximately 50 KMs).
Maritime (MTS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.4.4,The ability to provide security to individuals in an area.
Master Facility Design,8,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,4.6.1.7,"The ability to enable theater access by determining and documenting infrastructure capacities, in-situ soils, hydrology, and environmental conditions, and forecast and mitigate limitations to enable deployment and improve throughput capacities."
Materials (MSC),2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.2.3.5,"The ability to gather information from chemical and biological agents, objects and activities."
Measurements and Signatures Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.3,"The ability to collect parameters and distinctive characteristics of natural or man-made phenomena, equipment, or objects."
Medical Care in a CBRNE Environment,6,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1.4.1.6.5,"Response in the event of an emergency resulting in casualties generated by WMD, mass casualty incidents, and/or terrorism events including the ability to perform medical operations in a contaminated environment, decontaminate patients, and mitigate CBRNE medical effects."
Medical Command and Control,6,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1.4.1.7,"The ability to exercise authority and direction over assigned and attached forces in the accomplishment of the mission. Command and control functions are performed through an arrangement of personnel, equipment, communications, facilities, and procedures employed by a commander in planning, directing, coordinating, and controlling forces and operations in the accomplishment of the mission."
Medical Contract Management,6,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1.4.1.12.7,
Medical Contract Management,5,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1.4.3.9.8,
Medical Equipment and Technology,6,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1.4.1.12.2,
Medical Equipment and Technology,5,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1.4.3.9.3,
Medical Equipment Maintenance,6,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1.4.1.12.3,
Medical Equipment Maintenance,5,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1.4.3.9.4,
Medical Evacuation (MEDEVAC),7,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1.4.1.5.5,
Medical Facilities,6,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1.4.1.12.5,
Medical Facilities,5,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1.4.3.9.6,
Medical Financial Management,6,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1.4.3.6,
Medical Information Management,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1.4.3.7,
Medical Logistics,6,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1.4.3.9,
Medical Logistics Integration,5,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1.4.1.12.8,
Medical Logistics Management,4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.4.1.12.9,
Medical Logistics Services,6,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1.4.1.12.6,
Medical Logistics Services,4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.4.3.9.7,
Medical Management (Chronic Illnesses),5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.4.6,
Medical Materiel,6,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1.4.1.12.1,
Medical Materiel Blood,6,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1.4.3.9.1,
Medical Readiness Training,6,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1.4.3.5.2,
Medical Regulation,5,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1.4.1.5.6,
Medical Research and Development,4,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1.4.3.10,
Medical Services Acquisition,9,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1.4.3.2.1,
Medical Support to Disability Evaluation,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.4.2.6.2,
Mental Healthcare,5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.4.12,
Mitigate,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,7.2,
Mitigate Lethal Effects,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2.1,
Mitigate Non-Lethal Effects,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.2.2,
Mitigation of health consequences of hostile action,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.1.10.3,
Modify,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.3.1.5.1,
Modify,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2.5.1,
Monitor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,
Monitor (P&D),2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.1.3.3,
Monitor EXecution  Assess Effects and Adapt Operations,4,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.4.1.7.6,
Monitoring,7,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1.4.3.2.2,
Mortuary Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.5,
Mortuary Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.5.2,
Move the Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1.1,
Moving Targets (EK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3,
Moving Targets (ENK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.3,
Natural Hazards (ML),3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.2.1.9,
Natural Hazards (MN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2.2.9,
Net Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.2,
Network Resource Visibility,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1.2.1.1,
Non-Clinical Preventive Medicine / Health Surveillance,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4.1.4,
Non-Contagious (MLB),3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.2.1.2.2,
Non-Contagious (MNB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2.2.2.2,
Non-Emergency Medical Transport,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.4.1,
Non-Kinetic Means,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2,
Non-Maneuvering (PKA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1.1.1.2,
Non-Maneuvering (PKS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1.1.2.2,
Non-Maneuvering (PKSS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1.1.3.2,
Nuclear (ML),2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.2.1.4,
Nuclear Radiation (MSC),2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.2.3.6,
Observation (HBC),2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.2.4.3,
Occupational Health Services,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.2.3,
Occupational Rehabilitation,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1.4.2.5.4,
Occupational Therapy,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1.4.2.5.5,
Offensive Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.4.1,
Operate the Joint Deployment and Distribution Enterprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1.3,
Operate the Joint Supply Enterprise (JSE),5,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,4.2.5,
Operational Contract Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,
Operational Test and Evaluation,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.1.3,
Operationally Move the Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1.1.2,
Optical,6,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1.4.1.12.4,
Optical,5,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1.4.3.9.5,
Optimize (P&D),2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.1.3.5,
Optimize Health and Fitness of the Deployed Force,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.2.3,
Optimize Health and Fitness of the Non-deployed Force,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.2.2,
Optimize Human Systems Integration (HSI),6,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1.4.1.1.2,
Optimized Network Functions and Resources,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1.2.1,
Organic and Area Medical Support in Theater,6,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1.4.1.6.3,
Organize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,
Organize Information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2.1,
Organize Information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2.1,
Packaged Water (bottled/pouched),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4.2.3,
Partner with Governments and Institutions,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8.2.1,
Partnership Development,9,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1.4.3.3,
Patient Decontamination,5,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4.1.6.5.1,
Patient Medical Countermeasures,5,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4.1.6.5.2,
Patient Movement Planning  C2,11,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1.4.1.5.7,
Patient Safety:,6,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1.4.2.1.1.3,
Personal Hygiene Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.4.1,
Personnel Accountability,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.3.2.4,
Personnel and Family Support,10,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1.3.1,
Personnel Management,5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1.3.2,
Personnel Security Investigations and Clearance Certification,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1.2.4,
Persuade Partner Audiences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1.2,
Pharmacy Services,6,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1.4.2.4.10,
Physical Environment (IC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.2.5,
Physical Rehabilitation,5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.5.1,
Physical Therapy,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1.4.2.5.1.1,
Plan Collaboratively,14,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.4.1.7.1,
Planning,8,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,5.3,
Planning and Direction,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.1,
Point (EKFS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.1.1,
Point (EKMS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.3.1,
Point (EKSS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.1.1,
Point (ENKFS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.1.1.1,
Point (ENKMS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.3.3.1,
Point (ENKSS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.2.1.1,
Populations (MTSL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.4.3.1,
Port Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7.2.6,
Portal Services,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.2.3.1,
Portfolio Management,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.4.3.8.2,
Portfolio System Acquisition,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.4.4.3,
Position  Navigation and Timing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2.4,
Position  Navigation and Timing (ENKES),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.5.1,
Prediction (AP),4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2.4.4,
Prepare Distributable ConteXt,7,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,5.2.3.3,
Prevent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,
Prevent Kinetic Attack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1.1,
Prevent Non-kinetic Attack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1.2,
Preventive Dentistry Services,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.2.2,
Preventive Health Counseling:,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.2.1.2,
Preventive Medical Services,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.2.1,
Primary Care:,5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.4.3.1,
Processing / EXploitation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,
Product Generation (AP),3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2.4.5,
Production & Lifecycle Acquisition,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.4.4.4,
Professional Military Education,5,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1.2.3.1,
Program Initiation,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,9.5.1,
Program Management,9,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,9.4.4.1,
Program/ Budget and Finance,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,4.5.3,
Program/ Budget and Performance,6,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,9.5,
Projectiles (ML),3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.2.1.7,
Projectiles (MN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2.2.6,
Protect Against Denial or Degradation of Services,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1.3.2.2,
Protect Against Disclosure or Modification of Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.3.2.3,
Protect Against Network Infiltration,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1.3.2.1,
Protect Data and Networks,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1.3.2,
Protection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
Protection of force health,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4.1.10.2,
Provide a Healthy and Fit Force (Health and Wellness),3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.2,
Provide Aid to Foreign Partners and Institutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2.2,
Provide and Maintain Ability to Operate Across the Full Range of Military Operations,4,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.4.1.1.6,
Provide Comprehensive Health Surveillance,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.4.1,
Provide Concept of Operations,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5.1.4,
Provide Food Safety and Inspections,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.3.1,
Provide for Medical Countermeasures,5,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1.4.1.4.7,
Provide for Non-Medical Countermeasures,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1.4.1.4.8,
Provide Health Risk Assessment,4,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1.4.1.4.5,
Provide Health Risk Communications (Including CBRNE),2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.4.6,
Provide Health Risk Evaluation (Characterization),4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4.1.4.4,
Provide Health-Related Education,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.3.3,
Provide Installation Assets,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4.7.1.1,
Provide Medical Intelligence Preparation of the Operational Environment (MIPOE),2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.4.2,
Provide Military Working Animal Care,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.3.2,
Provide Mobility Assessments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.3.2,
Provide Patient Reception  Staging and Re-distribution,5,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1.4.1.5.8,
Provide Position  Navigation and Timing Information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2.4.1,
Provide Public Health / Veterinary Services,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.4.1.3,
Provide Public Health Sanitation  Control of Disease Vectors  and Other Health Threats,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.4.1.3.4,
Provide Warnings,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5.1.5,
Psychological Rehabilitation,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1.4.2.5.1.3,
Public Health Laboratory (PHL) Services,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.4.2.2.4,
Quality Assurance:,6,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1.4.2.1.1.1,
Quality Improvement (QI):,5,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1.4.2.1.1.4,
Radar (ENKES),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.5.2,
Radar (IC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.2.3,
Radar (MSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.3.2,
Radio-Frequency (MSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.3.4,
Radiological (ML),2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.2.1.3,
Radiological (MN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2.2.3,
Radiology Diagnostic Services,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.3.5,
Range Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7.2.7,
Rapid Configuration Change,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1.2.1.2,
Readiness Reporting,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1.1.4,
Real Property Life Cycle Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7.1,
Rebuild,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.3.1.5,
Rebuild,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2.5,
Recapitalization of Installation Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7.1.4,
Reclaim,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.3.1.3.2,
Reclaim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2.3.2,
REHABILITATION,5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.5,
REINTEGRATION,5,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1.4.2.6,
Religious Advisement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3.1.4.2,
Religious Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3.1.4,
Religious Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3.1.4.1,
Remote Unit Feeding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.1.3,
Renovate,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.3.1.5.2,
Renovate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2.5.2,
Repair,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.3.1.4,
Repair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2.4,
Repair and Restore Infrastructure,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4.6.1.5,
Research,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9.4.1,
Resources (MTSL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.4.3.3,
Risk Management:,7,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1.4.2.1.1.2,
Routine Ambulatory Care (Dental),5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.4.4,
Routine Ambulatory Care (Medical),4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.4.3,
Screening:,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.2.1.1,
Secure Information EXchange,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.1.3.1,
Select Actions,5,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,5.4.2,
Select Course of Action,4,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,5.4.2.1,
Select Plan,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5.4.2.2,
Sensory Rehabilitation,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1.4.2.5.1.2,
Server Services,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.2.2.3,
Service,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.3.1.3,
